"";"id";"kultur2";"NAME_HAUPT";"NAME_UNTER";"NAME_3";"DGM";"EL.closedH";"EL.diverge";"EL.heightA";"EL.heigh_1";"EL.exposit";"EL.reliefU";"EL.relie_1";"EL.relie_2";"EL.terrain";"EL.soilMoi";"EL.slope";"Gefährdun";"Gefährd_1";"Gefährd_2";"Bodenabtra";"EL.Elevati";"X";"Y"
"3385";7556;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";44,4;1,44092;1,83965;0,89905;0,8896;345,54822;3;20;1;0,96067;18,73743;0,45948;3;1;1;2,25016;NA;433928,63;5874131,89
"3386";7563;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";34,29;NA;-17,5833;0,69593;NA;212,3396;2;3;3;0,93816;14,61852;0,482;3;1;2;2,74377;NA;444428,63;5874131,89
"3387";7564;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";49,07;NA;0,02985;29,88078;6,67685;82,90932;1;23;NA;0,68145;6,6215;1,73737;1;3;3;7,3447;NA;445928,63;5874131,89
"3388";7565;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";15,23;NA;8,3203;5,46646;4,72622;129,64206;6;22;NA;0,82541;10,53584;0,75364;NA;NA;NA;NA;NA;447428,63;5874131,89
"3389";7566;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";NA;0,11;NA;39,88519;0,9759;0,62407;209,56963;2;2;2;0,95799;21,98137;0,11449;NA;NA;NA;NA;NA;448928,63;5874131,89
"3390";7531;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Oberhavel";49,71;NA;-2,18747;0,10014;0,1;341,42648;2;2;2;0,9607;16,86904;1,34034;NA;NA;NA;NA;NA;396428,63;5874131,89
"3391";7532;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Uckermark";50,42;NA;14,27812;0,27087;0,2779;164,30565;2;2;2;0,97323;18,92372;0,33367;4;1;1;1,01712;NA;397928,63;5874131,89
"3392";7533;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Uckermark";53,71;NA;60,6263;1,16539;1,16917;242,80617;2;2;2;0,93357;15,23238;4,98546;NA;NA;NA;NA;NA;399428,63;5874131,89
"3393";7534;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Uckermark";57,86;NA;64,77177;2,38666;1,0087;172,98421;6;21;NA;0,92516;14,31011;0,24;NA;NA;NA;NA;NA;400928,63;5874131,89
"3394";7861;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Oberhavel";44,93;1,20403;-9,95937;0,10189;0,09117;199,28284;5;2;2;0,98469;20,78901;0,04017;NA;NA;NA;NA;NA;396428,63;5871131,89
"3395";7696;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Oberhavel";48,47;NA;-0,67865;2,02758;1,59369;172,27275;2;2;2;0,91954;15,88777;1,30068;NA;NA;NA;NA;NA;396428,63;5872631,89
"3396";7862;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Oberhavel";52,86;NA;24,99542;0,58428;0,57141;21,28364;2;2;2;0,91989;13,59262;0,55272;NA;NA;NA;NA;NA;397928,63;5871131,89
"3397";7697;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Oberhavel";51,24;NA;-0,40122;1,69205;0,1928;267,82742;6;20;1;0,89229;12,25218;2,17296;NA;NA;NA;NA;NA;397928,63;5872631,89
"3398";7863;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Oberhavel";56,24;NA;10,981;3,59984;0,55385;235,98262;6;21;NA;0,91488;13,59649;0,37164;NA;NA;NA;NA;NA;399428,63;5871131,89
"3399";7698;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Oberhavel";54,88;NA;-5,36907;3,42273;0,17795;26,16108;6;21;NA;0,91616;14,26095;0,65126;NA;NA;NA;NA;NA;399428,63;5872631,89
"3400";7864;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Barnim";58,06;NA;-0,39155;4,00787;2,12633;132,94942;6;21;NA;0,90014;12,88572;0,30231;NA;NA;NA;NA;NA;400928,63;5871131,89
"3401";7699;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Uckermark";57,88;NA;3,87514;4,32964;1,1201;176,64232;6;21;NA;0,89555;13,1;0,52598;NA;NA;NA;NA;NA;400928,63;5872631,89
"3402";7535;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Uckermark";59,57;NA;-0,40947;3,10299;1,60179;296,62213;6;21;NA;0,91145;13,69038;0,35178;NA;NA;NA;NA;NA;402428,63;5874131,89
"3403";7557;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";43,05;2,74012;4,52978;0,47617;0,32617;321,60529;5;2;2;0,90657;11,24112;1,89924;3;2;2;4,40996;NA;435428,63;5874131,89
"3404";7558;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";52,48;NA;1,75356;3,98348;1,51847;345,7377;6;21;NA;0,89685;12,88651;0,76687;3;1;2;3,22728;NA;436928,63;5874131,89
"3405";7559;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";58,18;NA;-2,13029;7,75662;1,67352;256,94067;6;22;NA;0,81523;9,08027;1,43705;2;NA;5;23,24196;NA;438428,63;5874131,89
"3406";7560;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";63,85;NA;4,30788;13,15583;4,11557;193,29251;6;22;NA;0,73722;6,96227;2,7395;1;4;4;10,37507;NA;439928,63;5874131,89
"3407";7561;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";60,97;NA;-2,5891;3,96469;1,68343;194,61786;6;3;3;0,87067;9,95517;1,95689;NA;NA;NA;NA;NA;441428,63;5874131,89
"3408";7562;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";46,84;NA;8,61773;3,95513;0,82894;86,75764;6;23;NA;0,8947;12,12656;2,1167;2;2;3;5,10413;NA;442928,63;5874131,89
"3409";7721;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";47,71;NA;-2,74661;3,61641;2,83998;329,21188;6;22;NA;0,81726;11,99177;2,63099;3;4;4;10,46209;NA;433928,63;5872631,89
"3410";7722;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";67,2;NA;1,19081;20,13979;16,92857;350,28232;1;23;NA;0,72196;5,7274;4,07079;5;2;2;3,65846;NA;435428,63;5872631,89
"3411";7723;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";57,59;NA;8,325;6,98724;4,27439;38,85179;6;22;NA;0,83773;9,22371;1,44034;2;1;2;3,87187;NA;436928,63;5872631,89
"3412";7724;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";51,97;NA;9,10779;1,9059;1,90713;32,32308;6;21;NA;0,93754;15,54762;0,52121;NA;NA;NA;NA;NA;438428,63;5872631,89
"3413";7725;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";41,77;NA;3,24417;2,65303;2,39547;321,51254;6;22;NA;0,8036;10,96837;8,55624;NA;NA;NA;NA;NA;439928,63;5872631,89
"3414";7726;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";46,21;NA;-0,38249;8,56664;7,88009;246,31885;6;23;NA;0,75712;5,17321;5,78642;NA;NA;NA;NA;NA;441428,63;5872631,89
"3415";7727;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";21,07;NA;-0,49117;0,4081;NA;298,99524;2;2;2;0,93238;14,28616;3,20094;NA;NA;NA;NA;NA;442928,63;5872631,89
"3416";7873;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";68,98;NA;0,25352;0,69837;0,12516;187,27174;2;2;2;0,92732;13,88276;2,92453;5;2;2;4,78634;NA;414428,63;5871131,89
"3417";7874;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";66,16;NA;2,35663;0,335;0,10388;85,48477;2;2;2;0,94204;16,34509;0,21374;5;1;2;3,51013;NA;415928,63;5871131,89
"3418";7875;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";NA;64,51;1,26546;-16,97143;0,00082;0,00087;158,76215;5;2;2;0,97315;18,49116;0,21982;NA;NA;NA;NA;NA;417428,63;5871131,89
"3419";7876;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";NA;64,49;1,23364;-11,94943;0,09984;0,0077;256,88885;5;2;2;0,96796;18,43783;0,08937;NA;NA;NA;NA;NA;418928,63;5871131,89
"3420";7891;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";33,5;NA;5,18133;27,65059;23,93839;22,44379;1;23;NA;0,62941;3,88988;5,87902;NA;NA;NA;NA;NA;441428,63;5871131,89
"3421";7892;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";4,55;NA;61,20728;2,30587;2,27197;219,33398;2;2;2;0,93427;19,85774;2,00908;3;NA;4;12,09855;NA;442928,63;5871131,89
"3422";7884;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";47,23;0,79045;0,74609;0,15515;0,13335;59,84514;5;2;2;0,89533;11,98002;3,17563;1;3;3;5,88959;NA;430928,63;5871131,89
"3423";7885;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";54,53;NA;5,11268;8,80244;2,04544;318,98648;6;22;NA;0,84806;10,7756;1,19751;3;2;3;5,8451;NA;432428,63;5871131,89
"3424";7886;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";70,98;NA;-7,9679;20,87886;15,95165;315,97293;1;3;3;0,70755;5,27703;11,06806;NA;NA;NA;NA;NA;433928,63;5871131,89
"3425";7887;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";56,13;1,90574;-0,08128;0,57045;NA;187,57321;5;2;2;0,9414;14,74179;1,11433;1;1;2;3,1449;NA;435428,63;5871131,89
"3426";7888;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";59,09;NA;0,82144;7,25766;4,59509;323,72305;6;23;NA;0,81666;8,63755;3,88258;2;4;4;13,43526;NA;436928,63;5871131,89
"3427";7889;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";52,67;NA;0,94853;19,27293;13,59068;338,13165;1;23;NA;0,68697;4,17962;4,7102;3;4;4;13,89478;NA;438428,63;5871131,89
"3428";7890;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";42,89;NA;-7,52624;25,17564;23,12707;180,24849;1;23;NA;0,66586;4,61244;8,4445;0;6;6;47,29421;NA;439928,63;5871131,89
"3429";7550;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";69,39;NA;-0,12685;19,4168;7,43408;212,63577;1;23;NA;0,7249;7,65643;3,60406;1;5;4;11,8304;NA;424928,63;5874131,89
"3430";7551;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";80,32;NA;0,37081;22,71764;1,7598;276,85452;1;3;3;0,7469;9,93505;4,69859;NA;NA;NA;NA;NA;426428,63;5874131,89
"3431";7552;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";109,09;NA;56,109;50,91752;23,81332;264,11252;1;23;NA;0,52807;5,28747;1,20338;NA;NA;NA;NA;NA;427928,63;5874131,89
"3432";7553;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";57,82;NA;-0,29171;4,53648;4,36871;127,93667;6;22;NA;0,81868;10,74084;5,77029;NA;NA;NA;NA;NA;429428,63;5874131,89
"3433";7567;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";1,1;0,27713;-25,385;0,12233;0,16049;335,96713;5;2;2;0,9729;21,13072;0,08862;0;1;2;3,12267;NA;450428,63;5874131,89
"3434";7720;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";46,97;NA;13,06004;1,97683;0,68192;103,43034;6;21;NA;0,93231;17,18596;0,22362;3;0;1;0,80589;NA;432428,63;5872631,89
"3435";7719;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";55,47;NA;2,76772;5,55682;2,72425;233,246;6;22;NA;0,84427;9,79785;2,4147;3;3;3;7,10258;NA;430928,63;5872631,89
"3436";7718;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";69,07;NA;-2,67541;1,69572;1,31167;354,74225;6;22;NA;0,89036;11,22224;2,36829;0;NA;4;9,55983;NA;429428,63;5872631,89
"3437";7717;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";102,58;NA;2,29526;18,34309;8,19704;168,23961;1;23;NA;0,70756;4,72224;3,93872;1;4;4;14,04497;NA;427928,63;5872631,89
"3438";7716;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";103,56;NA;4,09963;13,47949;3,27193;28,06897;6;23;NA;0,70615;7,60495;5,82698;2;4;5;17,58699;NA;426428,63;5872631,89
"3439";7728;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";43,31;NA;-2,17037;28,45475;17,32377;83,87866;1;23;NA;0,64744;4,62695;4,39512;3;5;5;16,68571;NA;444428,63;5872631,89
"3440";7715;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";97,29;NA;-3,33742;25,22553;15,23481;192,1656;1;23;NA;0,64603;3,96988;7,73738;NA;NA;NA;NA;NA;424928,63;5872631,89
"3441";7729;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";20,29;NA;-2,00897;16,22032;12,89735;20,74218;1;23;NA;0,69138;3,78575;18,26146;NA;NA;NA;NA;NA;445928,63;5872631,89
"3442";7730;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";1,4;0,23092;2,46766;0,6444;0,33745;152,52028;5;2;2;0,96966;22,00712;0,11278;0;1;1;1,53148;NA;447428,63;5872631,89
"3443";7731;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";2,47;NA;24,82892;0,30803;0,30402;30,45636;2;2;2;0,96899;20,6749;0,30186;NA;NA;NA;NA;NA;448928,63;5872631,89
"3444";7877;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";77,1;NA;-2,96619;11,95077;5,09756;196,06316;6;23;NA;0,74311;4,66187;10,75053;3;6;6;29,42602;NA;420428,63;5871131,89
"3445";7878;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";78,3;NA;-1,70654;11,47611;9,01203;344,99823;6;23;NA;0,75817;5,13871;8,35368;NA;NA;NA;NA;NA;421928,63;5871131,89
"3446";7879;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";74,33;0,62999;0,39063;1,51195;0,38093;193,27361;3;3;3;0,92199;13,41486;0,29949;NA;NA;NA;NA;NA;423428,63;5871131,89
"3447";7880;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";76,53;1,34547;-48,61729;NA;NA;255,12413;5;2;2;0,94607;14,91094;0,34669;NA;NA;NA;NA;NA;424928,63;5871131,89
"3448";7881;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";93,5;NA;-0,75014;15,16056;2,59888;281,50128;6;3;3;0,70357;5,22272;15,19027;NA;NA;NA;NA;NA;426428,63;5871131,89
"3449";7882;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";93,32;NA;-0,50824;17,59792;7,23055;189,94043;1;23;NA;0,72028;5,98765;3,00991;NA;NA;NA;NA;NA;427928,63;5871131,89
"3450";7883;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Uckermark";69,69;NA;-0,75944;8,83391;3,69118;62,13936;6;3;3;0,76268;4,72383;7,90411;NA;NA;NA;NA;NA;429428,63;5871131,89
"3451";7893;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";0,78;1,40831;-1,48506;0,66824;0,68449;169,67227;5;2;2;0,93217;17,49766;0,65488;0;1;1;1,3052;NA;444428,63;5871131,89
"3452";7894;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Uckermark";1,39;NA;-7,30826;0,05519;0,05708;16,11551;2;2;2;0,9716;19,09489;0,62622;2;1;2;2,53118;NA;445928,63;5871131,89
"3453";8522;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Barnim";57,49;NA;-10,92915;4,51295;3,20708;213,65733;6;4;4;0,86984;10,25523;0,57417;NA;NA;NA;NA;NA;397928,63;5865131,89
"3454";8523;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";57,33;NA;-23,6223;1,94399;1,14219;88,85188;6;3;3;0,89568;12,26279;0,64852;NA;NA;NA;NA;NA;399428,63;5865131,89
"3455";8524;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";59,95;NA;-2,67667;3,71626;NA;207,30823;6;21;NA;0,9099;13,20727;0,51827;NA;NA;NA;NA;NA;400928,63;5865131,89
"3456";8525;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";62,3;NA;4,34872;4,78533;0,53321;192,99408;6;21;NA;0,89526;12,69977;0,79883;NA;NA;NA;NA;NA;402428,63;5865131,89
"3457";8547;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";59,44;NA;-35,69904;4,71749;NA;216,89177;6;3;3;0,9101;13,56804;0,5768;2;3;3;6,01033;NA;435428,63;5865131,89
"3458";8548;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";63,33;NA;-4,51253;5,80743;4,70628;58,28634;6;23;NA;0,7886;8,6539;2,60529;NA;NA;6;31,73184;NA;436928,63;5865131,89
"3459";8549;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";52,04;NA;0,36718;2,52922;1,91539;276,80194;6;22;NA;0,88521;12,35887;3,98572;1;4;5;15,38763;NA;438428,63;5865131,89
"3460";8550;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";49,2;NA;9,79683;37,56281;11,64342;93,96289;1;23;NA;0,59883;5,9524;3,10149;1;4;5;16,13952;NA;439928,63;5865131,89
"3461";8551;"GG alle 1500m";"ODERTAL";"Untere Odertalniederung";"Barnim";1,99;0,93364;31,50668;0,59528;0,59921;349,2912;5;2;2;0,92854;19,53878;0,23693;0;1;2;4,72393;NA;441428,63;5865131,89
"3462";8540;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";65,29;NA;-3,35672;3,61989;3,32335;343,23981;6;22;NA;0,86215;10,94644;2,63692;NA;NA;NA;NA;NA;424928,63;5865131,89
"3463";8541;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";57,77;NA;-4,26726;2,69839;3,60988;88,48569;6;22;NA;0,87953;12,5376;0,74108;NA;1;3;5,16634;NA;426428,63;5865131,89
"3464";8542;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";45,74;1,34528;11,87473;0,05501;0,1056;36,86622;5;2;2;0,95042;15,30482;0,21327;NA;NA;NA;NA;NA;427928,63;5865131,89
"3465";8543;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";45,49;1,22767;-5,07124;0,44436;0,30114;228,65282;5;2;2;0,93256;14,09559;1,79573;NA;NA;NA;NA;NA;429428,63;5865131,89
"3466";8544;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";NA;43,95;2,0286;9,26732;0,0141;0,01424;206,58044;5;2;2;0,98116;20,04206;0,05591;NA;NA;NA;NA;NA;430928,63;5865131,89
"3467";8545;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";NA;43,96;2,00886;4,18654;0,02894;0,03093;256,02698;5;2;2;0,97921;19,7219;0,32315;NA;NA;NA;NA;NA;432428,63;5865131,89
"3468";8546;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";56,18;0,81797;-16,32177;2,2006;0,32539;39,00944;3;3;3;0,93547;14,8863;0,4148;2;2;3;5,76602;NA;433928,63;5865131,89
"3469";8533;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";77,2;NA;18,82656;31,53121;20,83169;53,33038;1;23;NA;0,68484;8,36175;1,95545;NA;NA;NA;NA;NA;414428,63;5865131,89
"3470";8534;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";53,49;1,15451;-0,49862;1,90868;0,87101;169,90872;3;22;NA;0,79492;10,12637;9,20943;NA;NA;NA;NA;NA;415928,63;5865131,89
"3471";8535;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";69,46;NA;4,67295;8,04738;8,51057;173,39775;6;22;NA;0,80671;11,19274;1,75623;NA;NA;NA;NA;NA;417428,63;5865131,89
"3472";8536;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";70,24;NA;-1,75545;7,32359;4,08311;335,24158;6;3;3;0,85432;9,86303;1,90522;5;1;1;2,0563;NA;418928,63;5865131,89
"3473";8537;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";61,45;NA;3,42891;7,20378;6,68697;36,65516;6;23;NA;0,79;7,78341;2,88678;NA;NA;NA;NA;NA;420428,63;5865131,89
"3474";8538;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";65,33;NA;0,76378;5,51366;4,97268;247,12851;6;23;NA;0,77851;4,60634;5,8479;NA;NA;NA;NA;NA;421928,63;5865131,89
"3475";8539;"GG alle 1500m";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";"Barnim";73,23;NA;4,67938;11,88807;7,786;1,71715;6;23;NA;0,77191;6,97496;2,30724;1;3;4;9,99255;NA;423428,63;5865131,89
"3476";8526;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";56,67;0,74783;-3,04029;0,00682;0,00679;280,11871;5;2;2;0,95447;16,21454;0,27365;NA;NA;NA;NA;NA;403928,63;5865131,89
"3477";8527;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";NA;54,81;3,21534;0,35617;NA;NA;149,68037;5;2;2;0,96662;17,68568;0,45016;NA;NA;NA;NA;NA;405428,63;5865131,89
"3478";8528;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";72,15;NA;1,67709;14,20863;12,71114;223,5966;6;23;NA;0,72585;4,50817;4,66997;NA;NA;NA;NA;NA;406928,63;5865131,89
"3479";8529;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";69,12;NA;1,56648;8,78749;4,20982;257,73849;6;23;NA;0,74351;4,81573;8,20493;NA;NA;NA;NA;NA;408428,63;5865131,89
"3480";8530;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";80,97;NA;13,31298;18,72912;7,23334;266,31781;1;22;NA;0,7949;10,39215;0,46019;NA;NA;NA;NA;NA;409928,63;5865131,89
"3481";8531;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";70,36;NA;0,78386;17,13662;1,25502;158,56462;1;22;NA;0,80101;11,59839;0,72895;NA;NA;NA;NA;NA;411428,63;5865131,89
"3482";8532;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Britzer Platte";"Barnim";53,41;NA;25,48343;9,04305;8,46732;281,67542;6;23;NA;0,75838;6,98301;2,04825;NA;NA;NA;NA;NA;412928,63;5865131,89
"3483";8521;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Barnim";51,35;NA;-4,81092;2,24158;0,34499;168,20831;6;21;NA;0,91004;12,84759;0,30059;NA;NA;NA;NA;NA;396428,63;5865131,89
"3484";7206;"GG alle 1500m";"MECKLENBURGISCHE SEENPLATTE";"Templiner PLatte";"Uckermark";63,95;NA;-5,70481;7,86264;0,0558;110,9229;6;21;NA;0,89211;13,97155;0,269;4;1;1;0,99418;NA;403928,63;5877131,89
